TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,PreviousTransactionDate,is_weekend,TransactionType,Location,Channel,CustomerOccupation,Target
149.4,53.0,123.0,1.0,1035.22,2023-05-02 16:30:52,2024-11-04 08:10:16,WeekDays,Debit,Chicago,ATM,Retired,1
388.21,53.0,237.0,1.0,9724.49,2023-12-19 16:39:57,2024-11-04 08:08:17,WeekDays,Credit,Columbus,Branch,Doctor,1
484.3,61.0,230.0,1.122664500406174,7910.300000000001,2023-10-17 17:46:52,2024-11-04 08:11:08,WeekDays,Credit,Boston,Online,Retired,1
126.04,65.0,167.0,1.0,6041.69,2023-06-19 16:38:13,2024-11-04 08:08:06,WeekDays,Credit,Charlotte,Branch,Retired,1
52.04,50.0,30.999999999999996,1.0,8436.12,2023-07-27 16:28:26,2024-11-04 08:07:38,WeekDays,Credit,Colorado Springs,Branch,Doctor,1
389.7,62.0,215.99999999999997,1.0,7125.15,2023-03-10 16:40:00,2024-11-04 08:10:42,WeekEnds,Credit,Austin,Branch,Doctor,1
161.1,19.0,104.0,1.0,239.11999999999998,2023-04-10 17:28:48,2024-11-04 08:10:34,WeekDays,Credit,Miami,ATM,Student,1
309.77,67.0,137.0,1.0,4378.14,2023-05-08 16:31:56,2024-11-04 08:06:24,WeekDays,Credit,San Antonio,Online,Retired,1
838.57,41.0,273.0,1.0,4734.110000000001,2023-06-26 16:08:25,2024-11-04 08:11:25,WeekDays,Debit,Phoenix,ATM,Doctor,0
202.55,21.0,34.0,1.122664500406174,701.7299999999999,2023-11-14 18:49:52,2024-11-04 08:09:12,WeekDays,Debit,Dallas,ATM,Student,0
724.18,41.0,134.0,1.0,10922.78,2023-02-06 16:07:26,2024-11-04 08:08:21,WeekDays,Debit,Fort Worth,Branch,Doctor,0
124.98,24.0,78.0,1.0,641.9999999999999,2023-02-21 16:52:16,2024-11-04 08:08:27,WeekDays,Debit,Washington,ATM,Student,0
487.32,52.0,164.0,1.0,7707.959999999999,2023-10-19 18:11:23,2024-11-04 08:09:23,WeekDays,Debit,Kansas City,Branch,Doctor,1
635.91,46.0,78.0,1.0,13267.09,2023-11-28 16:55:41,2024-11-04 08:10:43,WeekDays,Credit,Jacksonville,Branch,Doctor,0
205.65,62.0,144.0,1.0,3582.16,2023-07-13 16:44:25,2024-11-04 08:09:27,WeekDays,Debit,Houston,Branch,Retired,1
39.41,25.0,132.0,1.0,921.91,2023-11-27 16:27:56,2024-11-04 08:11:02,WeekDays,Debit,Louisville,Branch,Student,0
254.00000000000003,35.0,63.0,1.0,5788.53,2023-05-15 17:33:32,2024-11-04 08:08:07,WeekDays,Debit,Nashville,Branch,Doctor,0
436.8,36.0,213.0,1.0,4515.43,2023-11-16 16:30:01,2024-11-04 08:06:59,WeekDays,Debit,Houston,Branch,Engineer,0
224.73,76.0,63.0,1.0,7551.890000000001,2023-02-09 16:27:52,2024-11-04 08:08:39,WeekDays,Debit,Miami,Branch,Retired,1
752.69,65.0,115.0,1.0,14489.69,2023-05-29 18:55:01,2024-11-04 08:09:14,WeekDays,Credit,Dallas,ATM,Doctor,1
78.5,31.0,41.0,1.0,13991.5,2023-02-14 16:06:36,2024-11-04 08:11:54,WeekDays,Credit,San Jose,Branch,Doctor,0
50.0,53.0,87.0,1.0,185.87,2023-02-24 18:05:12,2024-11-04 08:11:22,WeekEnds,Credit,Jacksonville,ATM,Doctor,1
132.42,18.0,164.0,1.0,726.3899999999999,2023-07-24 16:22:38,2024-11-04 08:11:58,WeekDays,Debit,Denver,ATM,Student,1
11.67,76.0,105.0,1.0,7458.629999999999,2023-11-13 16:30:21,2024-11-04 08:10:20,WeekDays,Debit,Fort Worth,Branch,Retired,1
83.16,61.0,177.0,1.0,3065.87,2023-08-16 16:11:56,2024-11-04 08:08:46,WeekDays,Debit,Los Angeles,ATM,Retired,1
149.02,46.0,176.0,1.0,9379.72,2023-09-01 16:35:51,2024-11-04 08:06:40,WeekEnds,Credit,Fort Worth,Branch,Engineer,0
74.27,59.0,148.0,1.0,13696.61,2023-07-13 17:17:07,2024-11-04 08:11:20,WeekDays,Credit,Memphis,Online,Doctor,1
876.57,62.0,118.0,1.0,3743.6300000000006,2023-09-11 16:16:06,2024-11-04 08:06:54,WeekDays,Credit,Portland,ATM,Retired,1
615.58,42.0,133.0,1.0,14343.0,2023-09-25 16:40:00,2024-11-04 08:10:55,WeekDays,Debit,Jacksonville,ATM,Doctor,0
643.03,36.0,52.00000000000001,1.0,2882.16,2023-08-01 16:23:37,2024-11-04 08:08:22,WeekDays,Credit,Jacksonville,Online,Engineer,0
7.950000000000001,79.0,65.0,1.0,5631.2,2023-01-09 16:45:12,2024-11-04 08:10:06,WeekDays,Debit,Phoenix,ATM,Retired,1
270.92,77.0,143.0,1.0,4574.43,2023-04-21 17:03:13,2024-11-04 08:06:51,WeekEnds,Credit,Louisville,Branch,Retired,1
499.47999999999996,24.0,133.0,1.0,1242.62,2023-01-17 16:57:06,2024-11-04 08:08:44,WeekDays,Debit,Charlotte,ATM,Student,0
841.5,25.0,287.0,1.0,352.31,2023-05-22 16:33:16,2024-11-04 08:09:07,WeekDays,Credit,Atlanta,Branch,Student,0
138.82,77.0,53.00000000000001,1.0,3100.22,2023-10-16 16:12:20,2024-11-04 08:11:48,WeekDays,Debit,Fort Worth,Online,Retired,1
231.46,60.0,83.0,1.0,4707.24,2023-06-08 16:42:30,2024-11-04 08:08:31,WeekDays,Credit,Miami,Branch,Engineer,1
292.08,72.0,32.0,1.0,7950.48,2023-12-29 18:07:04,2024-11-04 08:09:34,WeekEnds,Debit,Columbus,ATM,Retired,1
63.98,54.0,258.0,1.0,7954.12,2023-10-30 16:01:43,2024-11-04 08:06:53,WeekDays,Debit,Baltimore,Online,Doctor,1
235.21,67.0,74.0,1.0,5946.61,2023-10-16 16:44:52,2024-11-04 08:10:59,WeekDays,Debit,Boston,Branch,Doctor,1
201.73,57.0,78.0,1.0,6650.71,2023-09-05 18:45:22,2024-11-04 08:12:07,WeekDays,Debit,Baltimore,Online,Engineer,1
161.31,28.0,13.0,1.0,1268.67,2023-09-11 16:24:57,2024-11-04 08:08:54,WeekDays,Debit,Nashville,ATM,Student,0
18.41,53.0,168.00000000000003,1.0,8287.54,2023-12-01 17:26:46,2024-11-04 08:11:30,WeekEnds,Debit,Atlanta,Branch,Doctor,1
471.75,34.0,41.0,1.0,12948.5,2023-06-06 18:31:06,2024-11-04 08:10:54,WeekDays,Credit,San Jose,Branch,Doctor,0
290.02,55.0,246.0,1.0,4746.71,2023-09-25 17:48:55,2024-11-04 08:07:56,WeekDays,Debit,Milwaukee,Branch,Engineer,1
48.05,27.0,37.99999999999999,1.0,5334.97,2023-05-18 17:34:20,2024-11-04 08:09:07,WeekDays,Debit,New York,Branch,Engineer,0
359.42,55.0,30.0,1.0,1765.45,2023-05-29 16:17:37,2024-11-04 08:06:42,WeekDays,Debit,Baltimore,Branch,Doctor,1
32.91,19.0,255.0,1.0,427.3,2023-05-04 16:37:01,2024-11-04 08:06:44,WeekDays,Debit,Fort Worth,Online,Student,1
3.8000000000000003,67.0,140.0,1.0,6285.39,2023-08-08 16:47:28,2024-11-04 08:08:31,WeekDays,Credit,Denver,Branch,Retired,1
31.81,51.0,149.0,1.0,1406.6,2023-04-06 17:41:53,2024-11-04 08:06:48,WeekDays,Debit,Fort Worth,Online,Retired,1
220.2,28.0,102.0,1.0,1075.15,2023-09-11 16:25:04,2024-11-04 08:11:18,WeekDays,Debit,Boston,Online,Student,0
476.03,77.0,99.0,1.0,5958.34,2023-09-01 16:12:35,2024-11-04 08:09:08,WeekEnds,Credit,Houston,Branch,Retired,1
141.91,23.0,49.0,1.0,791.9699999999999,2023-01-19 17:08:04,2024-11-04 08:09:42,WeekDays,Debit,Miami,Branch,Student,0
95.83,27.0,91.0,1.0,1726.4,2023-12-01 16:01:26,2024-11-04 08:08:23,WeekEnds,Debit,Washington,Online,Student,0
51.15,46.0,199.0,1.0,8992.25,2023-03-01 17:26:49,2024-11-04 08:10:54,WeekDays,Credit,Los Angeles,Branch,Engineer,0
211.36,60.0,103.0,1.122664500406174,7816.410000000001,2023-12-21 16:21:27,2024-11-04 08:09:14,WeekDays,Credit,Jacksonville,ATM,Retired,1
50.75,62.0,185.0,1.0,8271.47,2023-08-14 18:14:23,2024-11-04 08:07:41,WeekDays,Debit,Boston,ATM,Doctor,1
185.07,22.0,159.0,1.0,636.42,2023-12-19 16:57:40,2024-11-04 08:07:39,WeekDays,Debit,Colorado Springs,Branch,Student,0
293.54,40.0,45.0,1.0,2290.1,2023-01-16 17:26:12,2024-11-04 08:08:24,WeekDays,Debit,Sacramento,Online,Engineer,0
23.38,32.0,112.0,1.0,9968.49,2023-09-25 18:46:41,2024-11-04 08:09:41,WeekDays,Debit,Memphis,Branch,Engineer,0
285.26,28.0,93.0,1.0,167.72,2023-11-01 16:09:05,2024-11-04 08:11:15,WeekDays,Debit,Atlanta,ATM,Student,0
129.48,31.0,179.0,1.0,7581.7,2023-02-06 16:30:43,2024-11-04 08:10:43,WeekDays,Debit,Seattle,ATM,Engineer,0
743.03,50.0,174.0,1.0,4111.38,2023-07-27 16:55:39,2024-11-04 08:09:19,WeekDays,Debit,New York,ATM,Engineer,1
297.86,28.0,96.0,1.0,1680.14,2023-02-06 17:32:04,2024-11-04 08:11:40,WeekDays,Credit,Milwaukee,ATM,Student,0
231.92,66.0,12.0,1.0,5715.08,2023-07-10 18:00:56,2024-11-04 08:11:27,WeekDays,Debit,Indianapolis,ATM,Doctor,1
295.82,47.0,45.99999999999999,1.0,5897.73,2023-12-14 16:15:28,2024-11-04 08:07:47,WeekDays,Credit,Chicago,Branch,Engineer,0
302.86,55.0,275.0,1.0,5239.24,2023-07-03 18:56:03,2024-11-04 08:12:06,WeekDays,Credit,Los Angeles,Online,Doctor,1
81.08,58.0,56.0,1.0,7788.910000000001,2023-09-19 16:56:35,2024-11-04 08:07:17,WeekDays,Debit,Omaha,ATM,Engineer,1
775.6,79.0,158.0,1.0,3898.6400000000003,2023-08-21 17:43:17,2024-11-04 08:08:12,WeekDays,Credit,Mesa,Branch,Retired,1
178.43,26.0,136.0,1.0,1214.93,2023-12-26 18:13:56,2024-11-04 08:07:58,WeekDays,Debit,Baltimore,Branch,Student,0
211.91,20.0,181.0,1.0,927.4699999999999,2023-09-18 16:51:04,2024-11-04 08:08:46,WeekDays,Debit,Indianapolis,Online,Student,0
17.21,23.0,219.0,1.0,914.16,2023-12-25 17:18:58,2024-11-04 08:06:59,WeekDays,Debit,Omaha,Online,Student,0
124.22,23.0,172.0,1.0,9695.04,2023-05-19 17:57:36,2024-11-04 08:08:04,WeekEnds,Debit,Charlotte,ATM,Student,0
38.37,63.0,135.0,1.0,8647.04,2023-09-01 16:07:38,2024-11-04 08:10:04,WeekEnds,Debit,San Antonio,ATM,Doctor,1
269.79,52.0,17.0,1.0,1292.1,2023-10-03 16:15:25,2024-11-04 08:07:59,WeekDays,Debit,San Jose,ATM,Engineer,1
605.42,21.0,33.0,1.0,392.34,2023-06-13 16:10:27,2024-11-04 08:09:40,WeekDays,Debit,Mesa,ATM,Student,0
211.36,60.0,40.0,1.0,9877.17,2023-01-02 17:34:13,2024-11-04 08:12:22,WeekDays,Debit,Austin,ATM,Engineer,1
29.19,58.0,41.0,1.0,12059.85,2023-01-25 17:39:15,2024-11-04 08:11:34,WeekDays,Credit,Nashville,Branch,Doctor,1
701.7,61.0,64.0,1.0,6643.24,2023-06-30 16:57:37,2024-11-04 08:09:49,WeekEnds,Credit,Seattle,Online,Retired,1
862.34,57.0,72.0,1.0,9903.48,2023-05-25 16:16:02,2024-11-04 08:12:05,WeekDays,Debit,Kansas City,Branch,Doctor,1
410.97,22.0,45.0,1.0,151.42,2023-09-25 17:01:56,2024-11-04 08:11:11,WeekDays,Debit,Los Angeles,ATM,Student,0
36.97,41.0,79.0,1.0,2850.92,2023-08-23 17:22:49,2024-11-04 08:07:48,WeekDays,Debit,Virginia Beach,Branch,Engineer,0
137.59,30.0,95.0,1.0,10679.67,2023-01-03 16:27:16,2024-11-04 08:11:30,WeekDays,Debit,Nashville,ATM,Doctor,0
168.11,51.0,12.0,1.0,10652.13,2023-05-19 16:44:53,2024-11-04 08:06:59,WeekEnds,Credit,New York,Online,Doctor,1
430.98,24.0,93.0,1.0,569.25,2023-10-10 18:14:12,2024-11-04 08:11:00,WeekDays,Debit,Baltimore,Branch,Student,0
13.87,24.0,20.0,1.0,954.83,2023-12-11 18:32:40,2024-11-04 08:07:47,WeekDays,Debit,Phoenix,Branch,Student,0
642.68,76.0,66.0,1.0,1831.2,2023-05-25 16:45:31,2024-11-04 08:10:37,WeekDays,Debit,Jacksonville,ATM,Retired,1
175.07,28.0,169.0,1.122664500406174,9274.64,2023-11-23 16:59:11,2024-11-04 08:12:07,WeekDays,Debit,Las Vegas,Online,Engineer,0
302.82,36.0,175.0,1.0,9384.54,2023-11-03 16:50:20,2024-11-04 08:07:31,WeekEnds,Debit,Jacksonville,ATM,Engineer,0
211.36,67.0,52.00000000000001,1.0,1483.84,2023-12-25 17:41:30,2024-11-04 08:09:29,WeekDays,Debit,Albuquerque,ATM,Retired,1
406.81,66.0,84.00000000000001,1.0,1968.3600000000001,2023-12-05 16:32:49,2024-11-04 08:08:46,WeekDays,Debit,New York,Online,Retired,1
256.3,53.0,172.0,1.0,4203.05,2023-04-05 16:21:59,2024-11-04 08:06:23,WeekDays,Debit,New York,Online,Retired,1
80.96,19.0,97.0,1.0,959.9399999999999,2023-09-27 17:47:10,2024-11-04 08:06:25,WeekDays,Credit,Jacksonville,Online,Student,1
95.78,22.0,26.999999999999996,1.0,271.64,2023-03-23 17:09:53,2024-11-04 08:09:16,WeekDays,Debit,Atlanta,Online,Student,0
379.54,41.0,118.0,1.0,12571.76,2023-01-03 17:14:14,2024-11-04 08:06:23,WeekDays,Credit,Indianapolis,Branch,Doctor,0
211.36,22.0,65.0,1.0,8627.08,2023-07-06 17:52:32,2024-11-04 08:06:37,WeekDays,Debit,El Paso,Online,Student,0
142.19,18.0,26.999999999999996,1.122664500406174,524.46,2023-06-15 18:28:50,2024-11-04 08:09:44,WeekDays,Debit,Houston,Branch,Student,1
847.45,28.0,175.0,1.0,422.32,2023-06-19 16:24:14,2024-11-04 08:09:30,WeekDays,Debit,Jacksonville,Branch,Student,0
295.18,66.0,30.999999999999996,1.0,12961.53,2023-05-09 17:54:39,2024-11-04 08:07:53,WeekDays,Credit,Dallas,Branch,Doctor,1
18.46,68.0,213.0,1.0,6381.6,2023-11-20 16:29:14,2024-11-04 08:10:17,WeekDays,Debit,Charlotte,Branch,Retired,1
603.23,28.0,48.0,1.0,117.98000000000002,2023-08-24 17:34:13,2024-11-04 08:08:18,WeekDays,Debit,Detroit,Branch,Student,0
54.5,57.0,147.0,1.0,1715.22,2023-11-22 16:59:09,2024-11-04 08:08:27,WeekDays,Credit,Philadelphia,Branch,Retired,1
414.77,29.0,274.0,1.0,5599.81,2024-01-01 17:37:04,2024-11-04 08:08:05,WeekDays,Debit,San Francisco,Online,Doctor,0
886.19,61.0,69.00000000000001,1.0,7904.240000000001,2023-08-21 17:32:04,2024-11-04 08:08:29,WeekDays,Debit,Colorado Springs,Branch,Retired,1
440.03,49.0,88.0,1.0,1490.44,2023-11-29 16:11:50,2024-11-04 08:10:19,WeekDays,Debit,San Jose,Online,Engineer,0
211.36,56.0,285.0,1.0,1532.72,2023-03-23 16:16:29,2024-11-04 08:07:26,WeekDays,Debit,Nashville,ATM,Retired,1
76.39,18.0,219.0,1.0,5976.0,2023-01-13 17:19:33,2024-11-04 08:10:09,WeekEnds,Debit,Denver,Branch,Student,1
595.91,19.0,162.0,1.0,1673.76,2023-08-10 18:39:04,2024-11-04 08:10:21,WeekDays,Credit,San Antonio,ATM,Student,1
6.03,76.0,70.0,1.0,3290.72,2023-08-09 18:42:25,2024-11-04 08:09:27,WeekDays,Debit,Chicago,Branch,Retired,1
249.34,26.0,197.0,1.0,3030.97,2023-08-15 17:21:47,2024-11-04 08:07:57,WeekDays,Debit,Charlotte,ATM,Engineer,0
421.52,20.0,67.0,1.0,369.86,2023-08-15 17:35:08,2024-11-04 08:10:21,WeekDays,Debit,San Jose,Branch,Student,0
189.77,58.0,24.0,1.0,6570.36,2023-02-27 16:08:40,2024-11-04 08:11:28,WeekDays,Debit,Raleigh,Branch,Engineer,1
73.19,76.0,213.0,1.0,2264.98,2023-10-18 16:20:15,2024-11-04 08:10:26,WeekDays,Debit,Atlanta,Branch,Retired,1
188.13,75.0,198.0,1.0,5029.87,2023-06-02 18:12:29,2024-11-04 08:10:08,WeekEnds,Credit,Jacksonville,Online,Retired,1
30.52,62.0,122.0,1.0,12327.74,2023-05-19 17:19:00,2024-11-04 08:07:18,WeekEnds,Debit,Jacksonville,Branch,Doctor,1
211.36,20.0,118.0,1.0,420.25,2023-05-24 16:14:34,2024-11-04 08:09:22,WeekDays,Credit,San Jose,Branch,Student,0
211.36,41.0,150.0,1.0,6499.53,2023-10-12 16:29:49,2024-11-04 08:06:27,WeekDays,Debit,Oklahoma City,Online,Doctor,0
170.24,62.0,133.0,1.0,5172.99,2023-06-05 16:24:12,2024-11-04 08:08:04,WeekDays,Debit,San Francisco,Branch,Retired,1
56.62,54.0,121.0,1.0,8981.1,2023-02-27 17:59:36,2024-11-04 08:08:45,WeekDays,Debit,Austin,Branch,Doctor,1
53.14,34.0,70.0,1.0,7914.999999999999,2023-04-21 17:19:56,2024-11-04 08:07:15,WeekEnds,Debit,Las Vegas,ATM,Doctor,0
587.23,27.0,144.0,1.0,500.84,2023-07-31 17:54:28,2024-11-04 08:09:21,WeekDays,Debit,Omaha,Online,Student,0
211.36,43.0,75.0,1.0,13784.4,2023-01-06 17:52:11,2024-11-04 08:06:59,WeekEnds,Debit,Phoenix,Branch,Doctor,0
21.27,62.0,114.0,1.0,7392.79,2023-07-24 17:01:19,2024-11-04 08:09:54,WeekDays,Credit,Indianapolis,Online,Retired,1
211.36,26.0,144.0,1.0,1134.79,2023-11-13 17:28:12,2024-11-04 08:06:38,WeekDays,Credit,Austin,ATM,Student,0
76.02,34.0,189.0,1.0,14765.41,2023-07-12 16:58:17,2024-11-04 08:11:51,WeekDays,Credit,Albuquerque,Online,Doctor,0
170.19,27.0,156.0,1.122664500406174,4734.110000000001,2023-07-07 17:40:58,2024-11-04 08:12:16,WeekEnds,Credit,Los Angeles,Branch,Student,0
155.51,68.0,15.0,1.0,5360.19,2023-08-21 18:51:06,2024-11-04 08:08:23,WeekDays,Debit,Raleigh,ATM,Doctor,1
135.15,72.0,50.00000000000001,1.0,5878.14,2023-03-20 17:13:09,2024-11-04 08:10:37,WeekDays,Debit,Colorado Springs,Online,Retired,1
39.48,56.0,37.99999999999999,1.0,5889.51,2023-05-26 16:47:51,2024-11-04 08:11:50,WeekEnds,Debit,Omaha,ATM,Retired,1
451.68,33.0,15.0,1.0,4381.54,2023-04-18 18:55:32,2024-11-04 08:09:51,WeekDays,Debit,Houston,Online,Engineer,0
19.11,45.0,160.0,1.0,8478.46,2023-09-18 16:31:03,2024-11-04 08:11:45,WeekDays,Credit,Colorado Springs,Online,Engineer,0
355.0,26.0,33.0,1.0,185.47,2023-08-29 16:50:17,2024-11-04 08:10:34,WeekDays,Credit,Fort Worth,Online,Student,0
427.69,43.0,236.0,1.0,2443.54,2023-03-28 16:02:03,2024-11-04 08:11:53,WeekDays,Debit,Raleigh,ATM,Engineer,0
254.86,23.0,102.0,1.0,699.8999999999999,2023-01-26 17:21:46,2024-11-04 08:11:39,WeekDays,Debit,Boston,Branch,Student,0
190.17,49.0,265.0,1.0,12893.85,2023-06-09 17:41:13,2024-11-04 08:08:48,WeekEnds,Debit,Baltimore,ATM,Doctor,0
91.38,45.0,179.0,1.0,2402.58,2023-04-03 16:41:47,2024-11-04 08:06:39,WeekDays,Debit,Jacksonville,ATM,Retired,0
206.63,59.0,128.0,1.0,7626.53,2023-12-07 16:11:01,2024-11-04 08:10:42,WeekDays,Credit,Oklahoma City,Online,Retired,1
93.22,52.0,52.00000000000001,1.0,1014.6300000000001,2023-04-07 17:11:35,2024-11-04 08:09:41,WeekEnds,Debit,Charlotte,Online,Retired,1
641.06,23.0,25.000000000000004,1.0,1602.13,2023-12-11 16:09:08,2024-11-04 08:07:21,WeekDays,Debit,Colorado Springs,ATM,Student,0
314.55,27.0,18.999999999999996,1.122664500406174,1105.89,2023-04-25 17:15:27,2024-11-04 08:07:16,WeekDays,Credit,Dallas,Branch,Student,0
836.45,61.0,63.0,1.0,1731.89,2023-02-27 16:02:00,2024-11-04 08:12:12,WeekDays,Debit,Virginia Beach,Online,Retired,1
211.36,29.0,52.00000000000001,1.0,8692.47,2023-04-17 17:27:15,2024-11-04 08:11:57,WeekDays,Debit,San Francisco,ATM,Engineer,0
189.45,53.0,61.99999999999999,1.0,12578.75,2023-03-21 17:12:03,2024-11-04 08:09:31,WeekDays,Credit,Boston,Branch,Doctor,1
91.84,67.0,80.0,1.0,1712.41,2023-07-05 17:21:56,2024-11-04 08:08:32,WeekDays,Credit,Mesa,Branch,Retired,1
609.52,78.0,169.0,1.0,3485.03,2023-07-28 16:03:27,2024-11-04 08:08:19,WeekEnds,Debit,Washington,ATM,Retired,1
859.3,78.0,68.00000000000001,1.0,1146.78,2023-08-01 17:18:04,2024-11-04 08:06:56,WeekDays,Credit,Colorado Springs,Branch,Retired,1
100.01,50.0,63.0,1.0,6393.12,2023-06-29 16:06:51,2024-11-04 08:09:27,WeekDays,Debit,Philadelphia,ATM,Doctor,1
28.78,40.0,51.00000000000001,1.0,680.5499999999998,2023-08-07 16:08:04,2024-11-04 08:11:39,WeekDays,Credit,Tucson,Online,Doctor,0
111.08,70.0,83.0,1.0,7037.34,2023-05-15 17:46:13,2024-11-04 08:10:59,WeekDays,Debit,Chicago,Online,Doctor,1
470.96,69.0,123.99999999999999,1.122664500406174,12991.03,2023-03-10 16:22:05,2024-11-04 08:11:10,WeekEnds,Credit,Indianapolis,Online,Doctor,1
52.23,28.0,96.0,1.0,105.01,2023-09-11 18:08:19,2024-11-04 08:08:11,WeekDays,Credit,San Francisco,Branch,Student,0
78.62,32.0,52.00000000000001,1.0,1360.85,2023-07-31 16:46:29,2024-11-04 08:08:12,WeekDays,Debit,Oklahoma City,Branch,Doctor,0
47.79,25.0,37.0,1.0,1649.92,2023-09-15 17:00:20,2024-11-04 08:11:55,WeekEnds,Debit,Denver,Branch,Student,0
333.97,52.0,45.0,1.0,5237.36,2023-03-22 16:18:37,2024-11-04 08:11:48,WeekDays,Debit,Fresno,Branch,Doctor,1
30.87,33.0,295.0,1.0,14348.65,2023-07-12 16:50:42,2024-11-04 08:10:43,WeekDays,Debit,Fresno,ATM,Doctor,0
710.43,67.0,115.0,1.0,5625.55,2023-03-08 17:07:21,2024-11-04 08:08:42,WeekDays,Debit,San Diego,Online,Retired,1
220.23,41.0,48.0,1.0,3438.02,2023-09-18 18:35:23,2024-11-04 08:06:33,WeekDays,Debit,Milwaukee,ATM,Engineer,0
27.28,29.0,96.0,1.0,10668.24,2023-12-25 16:30:45,2024-11-04 08:09:42,WeekDays,Debit,Atlanta,ATM,Doctor,0
101.52,49.0,98.0,1.0,2018.9000000000003,2023-08-09 16:22:25,2024-11-04 08:08:38,WeekDays,Debit,Tucson,ATM,Engineer,0
162.65,59.0,147.0,1.0,9500.95,2023-05-11 17:15:10,2024-11-04 08:11:20,WeekDays,Debit,New York,ATM,Engineer,1
10.52,55.0,30.0,1.0,2472.99,2023-07-19 17:38:50,2024-11-04 08:11:06,WeekDays,Debit,Kansas City,ATM,Retired,1
270.72,38.0,37.0,1.0,6522.47,2023-03-27 17:25:32,2024-11-04 08:12:10,WeekDays,Debit,Los Angeles,Branch,Doctor,0
202.34,20.0,134.0,1.0,4734.110000000001,2023-01-10 16:32:06,2024-11-04 08:11:25,WeekDays,Debit,New York,Online,Student,0
247.58,39.0,151.99999999999997,1.0,778.74,2023-05-29 18:40:32,2024-11-04 08:07:18,WeekDays,Debit,San Antonio,ATM,Engineer,0
686.17,61.0,112.0,1.0,2246.15,2023-10-03 17:27:25,2024-11-04 08:07:37,WeekDays,Debit,Denver,ATM,Retired,1
359.65,25.0,289.0,1.0,219.53,2023-01-12 17:58:56,2024-11-04 08:09:04,WeekDays,Credit,Jacksonville,Online,Student,0
109.91,38.0,90.0,1.0,12896.06,2023-05-01 16:23:22,2024-11-04 08:10:57,WeekDays,Debit,Seattle,Branch,Doctor,0
215.72,30.0,137.0,1.0,8697.11,2023-10-11 18:04:39,2024-11-04 08:11:54,WeekDays,Credit,Columbus,Branch,Engineer,0
224.28,64.0,68.00000000000001,1.0,5767.51,2023-02-15 16:50:13,2024-11-04 08:10:52,WeekDays,Debit,Chicago,Online,Retired,1
614.03,68.0,51.00000000000001,1.0,4734.110000000001,2023-05-08 16:37:14,2024-11-04 08:08:12,WeekDays,Debit,Dallas,ATM,Retired,1
608.79,55.0,157.0,1.0,2991.17,2023-11-03 18:37:18,2024-11-04 08:12:18,WeekEnds,Debit,Fort Worth,Online,Engineer,1
186.55,48.0,288.0,1.0,4734.110000000001,2023-06-21 16:49:10,2024-11-04 08:07:18,WeekDays,Debit,Philadelphia,Branch,Engineer,0
840.16,20.0,68.00000000000001,1.0,1236.76,2023-03-20 16:35:53,2024-11-04 08:12:12,WeekDays,Credit,Colorado Springs,Branch,Student,0
203.34,60.0,66.0,1.0,13586.99,2023-12-20 17:13:50,2024-11-04 08:09:43,WeekDays,Debit,Phoenix,ATM,Doctor,1
90.88,26.0,284.0,1.0,7117.35,2023-11-20 17:08:33,2024-11-04 08:10:50,WeekDays,Debit,Colorado Springs,ATM,Engineer,0
60.11,61.0,122.0,1.0,7235.87,2023-11-27 17:39:39,2024-11-04 08:08:09,WeekDays,Credit,Albuquerque,Branch,Retired,1
393.92,72.0,47.0,1.0,7318.64,2023-05-16 16:57:35,2024-11-04 08:12:07,WeekDays,Debit,Memphis,Branch,Retired,1
19.39,43.0,45.0,1.0,9847.6,2023-11-17 16:39:20,2024-11-04 08:11:24,WeekEnds,Debit,Colorado Springs,ATM,Doctor,0
557.41,80.0,49.0,1.0,2968.75,2023-04-14 16:52:23,2024-11-04 08:09:54,WeekEnds,Credit,Washington,Online,Retired,1
57.07,31.0,99.0,1.0,9323.71,2023-08-25 16:30:02,2024-11-04 08:11:35,WeekEnds,Credit,Boston,Online,Doctor,0
395.27,18.0,167.0,1.0,1764.08,2023-08-07 16:38:52,2024-11-04 08:08:21,WeekDays,Credit,Miami,Online,Student,1
289.05,75.0,116.00000000000001,1.0,5683.49,2023-06-09 17:58:00,2024-11-04 08:11:58,WeekEnds,Debit,New York,ATM,Retired,1
46.11,33.0,233.0,1.0,5225.73,2023-03-27 17:07:20,2024-11-04 08:10:44,WeekDays,Debit,San Francisco,Online,Doctor,0
335.5,63.0,47.0,1.0,6445.4,2023-08-14 16:01:02,2024-11-04 08:12:23,WeekDays,Debit,Sacramento,ATM,Retired,1
388.07,24.0,68.00000000000001,1.0,289.71,2023-09-05 17:34:08,2024-11-04 08:10:37,WeekDays,Debit,Seattle,Online,Student,0
520.86,51.0,66.0,1.0,9200.74,2023-03-20 16:29:02,2024-11-04 08:08:47,WeekDays,Credit,Sacramento,Online,Engineer,1
787.41,25.0,39.0,1.0,300.87,2023-06-19 16:22:28,2024-11-04 08:06:44,WeekDays,Debit,Memphis,Online,Student,0
31.699999999999996,48.0,121.0,1.0,743.8999999999999,2023-06-01 16:56:33,2024-11-04 08:08:02,WeekDays,Credit,Raleigh,ATM,Doctor,0
